"Ease_in_public", "Opening_up_to_others", "Diplomacy", "Persuasion", "Leading", "Taking_responsibility", "Organization", "Vision", "Self_confidence", "Independent_mind", "Creativity", "Autonomy", "Stress_management", "Responsiveness", "Patience", "Respect_for_authority", "Determination", "Ambition", "Work_ethic", "Competitive_spirit", "Social_recognition", "Pay", "Security", "Private_professional_life", "Philantropy", "Need_to_belong", "Need_for_relations", "Need_for_variety"
6.9844,4.3661,4.4005,4.6776,10.0,4.3864,2.1091,6.2021,8.2706,8.0081,6.6832,3.4275,3.537,1.9457,4.8093,4.9208,9.254,4.9759,2.257,7.7667,5.2962,5.9964,3.4661,6.8922,5.7055,4.1362,7.4614,4.7822
5.2067,6.1518,4.4005,3.743,3.718,7.7955,6.2243,5.1383,5.6732,3.6838,6.6832,3.4275,8.1667,6.5171,5.8402,7.6357,3.9064,4.9759,6.9299,3.3222,6.3203,5.9964,7.9833,3.5827,5.7055,8.1045,5.1194,1.2693
6.1238,5.4134,4.1282,5.9279,8.8905,3.5594,3.3191,10.0,6.2612,6.5542,8.3891,4.3175,3.4324,3.229,3.3654,3.884,4.9237,2.9083,6.0746,7.6718,4.6349,3.1956,4.0488,7.609,3.7362,5.8396,7.7682,8.0764
6.0956,7.0446,8.1919,2.8084,1.8223,5.5227,3.7551,6.2021,3.9416,2.6027,9.7366,5.5,5.3889,4.2314,8.933,7.6357,4.9759,6.0455,5.9953,2.4333,3.2481,1.0,6.8541,4.6859,8.7888,6.7818,5.1194,7.1241
6.9844,5.2589,6.2962,5.6121,3.718,7.7955,6.2243,1.9468,5.6732,6.927,2.8664,7.5725,2.6111,7.66,3.7784,4.9208,6.0455,6.0455,5.9953,6.8778,3.2481,6.8893,4.5954,7.9953,4.6778,4.1362,5.1194,7.1241
6.0956,7.9375,6.2962,6.5467,5.6137,3.25,2.9321,5.1383,3.9416,8.0081,6.6832,7.5725,4.463,6.5171,5.8402,2.2059,8.1845,4.9759,4.1262,4.2111,4.2721,1.0,5.7247,5.789,8.7888,5.459,5.1194,7.1241
6.0956,7.9375,4.4005,3.743,5.6137,4.3864,3.7551,5.1383,3.9416,4.7649,6.6832,6.5363,6.3148,5.3743,3.7784,7.6357,7.115,3.9064,5.0607,6.8778,5.2962,5.9964,5.7247,3.5827,6.7333,6.7818,7.4614,2.4402
4.3178,6.1518,4.4005,5.6121,4.6659,7.7955,3.7551,3.0106,3.9416,8.0081,6.6832,5.5,1.6852,5.3743,7.9021,5.8258,7.115,7.115,5.9953,5.9889,5.2962,4.2107,7.9833,3.5827,8.7888,5.459,5.1194,3.6112
6.9844,7.9375,4.4005,4.6776,1.0,8.9318,6.2243,6.2021,3.0758,4.7649,5.1565,4.4637,6.3148,6.5171,4.8093,10.0,4.9759,3.9064,5.0607,4.2111,3.2481,1.0,6.8541,7.9953,5.7055,6.7818,8.6323,3.6112
6.9844,5.2589,1.5569,6.5467,6.5616,3.25,6.2243,6.2021,6.539,9.0892,8.2099,5.5,6.3148,7.66,2.7474,4.0158,6.0455,1.0,5.0607,5.1,4.2721,3.3179,5.7247,7.9953,6.7333,4.1362,7.4614,4.7822
6.9844,7.0446,7.2441,3.743,5.6137,5.5227,2.1091,7.266,6.539,6.927,3.6298,5.5,3.537,9.9457,9.9639,5.8258,4.9759,3.9064,1.3224,4.2111,3.2481,1.0,5.7247,5.789,7.7611,6.7818,8.6323,4.7822
7.8733,2.5804,4.4005,4.6776,7.5095,4.3864,2.9321,3.0106,7.4048,10.0,7.4466,5.5,5.3889,7.66,5.8402,4.9208,6.0455,1.7674,5.0607,5.1,3.2481,5.1036,5.7247,5.789,7.7611,5.459,3.9484,7.1241
3.1933,1.7747,5.2098,4.0029,7.9551,3.5594,7.0066,9.6215,7.1965,5.4191,1.0,7.5093,5.4049,6.5668,2.3432,2.0497,9.3588,8.5662,7.103,7.6718,8.062,8.1876,2.7831,4.8657,1.0,4.3232,3.9653,9.2855
6.9844,4.3661,6.2962,4.6776,6.5616,5.5227,7.0473,3.0106,5.6732,8.0081,8.9733,4.4637,2.6111,3.0886,8.933,3.1109,3.9064,2.8369,5.0607,6.8778,3.2481,4.2107,2.3368,4.6859,9.8165,8.1045,7.4614,4.7822
5.2067,7.0446,7.2441,3.743,3.718,2.1136,4.5782,7.266,4.8074,5.8459,9.7366,5.5,5.3889,3.0886,7.9021,3.1109,2.8369,6.0455,5.9953,6.8778,5.2962,6.8893,3.4661,9.0985,4.6778,5.459,2.7775,5.9532
6.9844,6.1518,6.2962,2.8084,5.6137,5.5227,3.7551,6.2021,6.539,4.7649,4.3931,5.5,7.2407,1.9457,7.9021,6.7308,3.9064,2.8369,6.9299,6.8778,1.0,5.1036,6.8541,7.9953,5.7055,4.1362,6.2904,5.9532
7.8733,5.2589,6.2962,6.5467,3.718,4.3864,2.9321,7.266,6.539,3.6838,5.9198,3.4275,7.2407,8.8029,2.7474,3.1109,3.9064,4.9759,6.9299,7.7667,4.2721,5.9964,2.3368,6.8922,4.6778,6.7818,6.2904,7.1241
4.2802,4.8018,9.3457,7.9257,3.2105,6.6723,4.9594,8.0986,4.2874,4.1788,2.5131,9.1898,4.5098,4.3231,7.5137,5.8507,6.2174,4.6273,3.8249,5.0413,5.9431,7.1705,8.8706,7.4329,4.9474,3.2785,3.9349,1.8251
6.0956,7.9375,7.2441,6.5467,6.5616,4.3864,4.5782,4.0745,4.8074,6.927,6.6832,4.4637,4.463,8.8029,9.9639,4.9208,2.8369,1.7674,3.1916,3.3222,1.0,4.2107,4.5954,9.0985,7.7611,4.1362,6.2904,5.9532
5.2067,2.5804,3.4526,5.6121,2.7701,6.6591,4.5782,6.2021,6.539,10.0,5.9198,6.5363,8.1667,5.3743,2.7474,5.8258,2.8369,6.0455,7.8645,5.1,8.3684,4.2107,6.8541,4.6859,5.7055,5.459,5.1194,3.6112
6.9844,4.3661,7.2441,4.6776,3.718,5.5227,7.8704,5.1383,3.9416,5.8459,5.1565,9.6451,3.537,4.2314,2.7474,5.8258,8.1845,1.7674,5.9953,6.8778,3.2481,7.7821,6.8541,6.8922,6.7333,2.8135,3.9484,4.7822
3.4289,0.7946,3.4526,10.0,7.5095,3.25,4.5782,4.0745,7.4048,9.0892,4.3931,9.6451,2.6111,8.8029,2.7474,3.1109,4.9759,2.8369,6.9299,10.0,7.3444,6.8893,5.7247,5.789,4.6778,2.8135,3.9484,5.9532
6.9844,6.1518,2.5047,9.3505,6.5616,3.25,2.9321,8.3298,6.539,9.0892,6.6832,7.5725,4.463,6.5171,2.7474,3.1109,7.115,3.9064,3.1916,3.3222,5.2962,8.675,1.0,4.6859,5.7055,4.1362,6.2904,7.1241
6.0956,2.5804,6.2962,3.743,7.5095,4.3864,5.4012,5.1383,3.9416,8.0081,5.1565,6.5363,3.537,3.0886,5.8402,7.6357,8.1845,3.9064,8.7991,4.2111,3.2481,6.8893,6.8541,9.0985,7.7611,4.1362,5.1194,1.0
7.8733,7.0446,8.1919,5.6121,5.6137,5.5227,2.1091,8.3298,2.21,5.8459,6.6832,3.4275,1.6852,5.3743,7.9021,6.7308,7.115,4.9759,4.1262,4.2111,3.2481,1.0,4.5954,3.5827,9.8165,8.1045,8.6323,4.7822
5.2067,7.9375,7.2441,2.8084,3.718,6.6591,3.7551,5.1383,3.0758,5.8459,8.2099,5.5,9.0926,6.5171,5.8402,7.6357,4.9759,0.6979,5.9953,3.3222,3.2481,1.0,5.7247,7.9953,9.8165,6.7818,5.1194,3.6112
6.9844,6.1518,7.2441,6.5467,3.718,4.3864,5.4012,4.0745,5.6732,4.7649,9.7366,4.4637,2.6111,5.3743,6.8711,4.0158,3.9064,1.7674,6.9299,6.8778,3.2481,4.2107,7.9833,5.789,7.7611,2.8135,6.2904,5.9532
4.3178,7.0446,5.3483,5.6121,2.7701,8.9318,5.4012,7.266,4.8074,8.0081,5.9198,6.5363,5.3889,6.5171,6.8711,4.9208,3.9064,1.7674,3.1916,5.9889,5.2962,5.9964,2.3368,5.789,4.6778,5.459,9.8033,4.7822
2.54,5.2589,7.2441,4.6776,2.7701,6.6591,7.0473,9.3936,3.0758,5.8459,5.1565,9.6451,5.3889,3.0886,6.8711,8.5407,4.9759,2.8369,5.9953,3.3222,5.2962,7.7821,5.7247,9.0985,4.6778,2.8135,3.9484,3.6112
4.3178,8.8304,5.3483,7.4813,4.6659,7.7955,5.4012,4.0745,4.8074,6.927,5.9198,3.4275,9.0926,6.5171,7.9021,7.6357,3.9064,1.7674,2.257,1.0,4.2721,1.0,7.9833,5.789,5.7055,8.1045,7.4614,3.6112
6.0956,4.3661,6.2962,4.6776,6.5616,2.1136,2.9321,6.2021,10.0,4.7649,8.2099,1.3549,6.3148,5.3743,7.9021,4.9208,8.1845,1.7674,3.1916,6.8778,5.2962,7.7821,3.4661,6.8922,1.0,6.7818,5.1194,5.9532
7.1364,7.58,5.5,7.1842,6.6429,8.2059,5.2391,5.881,3.413,5.9762,7.5741,3.9706,4.9737,6.0556,2.9737,5.119,5.0556,3.8158,3.5,4.5435,5.8354,5.3522,5.2267,1.9597,7.3164,5.2959,7.1191,6.6786
3.4289,7.9375,9.1398,3.743,3.718,6.6591,7.0473,6.2021,5.6732,3.6838,3.6298,6.5363,9.0926,5.3743,5.8402,8.5407,1.7674,6.0455,3.1916,2.4333,4.2721,5.1036,4.5954,7.9953,6.7333,5.459,2.7775,7.1241
7.8733,3.4732,2.5047,1.8738,9.4052,2.1136,5.4012,5.1383,9.1364,9.0892,8.9733,8.6088,2.6111,4.2314,5.8402,1.0,4.9759,3.9064,6.9299,5.1,8.3684,4.2107,3.4661,3.5827,5.7055,8.1045,5.1194,5.9532
6.0956,8.8304,5.3483,5.6121,4.6659,2.1136,6.2243,8.3298,8.2706,5.8459,6.6832,6.5363,7.2407,5.3743,6.8711,4.9208,0.6979,0.6979,3.1916,4.2111,1.0,5.9964,6.8541,9.0985,5.7055,4.1362,5.1194,4.7822
7.8733,5.2589,7.2441,5.6121,6.5616,4.3864,2.9321,8.3298,8.2706,3.6838,3.6298,8.6088,3.537,6.5171,3.7784,5.8258,3.9064,3.9064,4.1262,5.9889,4.2721,5.1036,7.9833,6.8922,6.7333,6.7818,2.7775,3.6112
6.9844,3.4732,5.3483,7.4813,2.7701,3.25,6.2243,1.9468,6.539,6.927,8.2099,5.5,5.3889,3.0886,2.7474,4.9208,7.115,3.9064,6.9299,8.6556,7.3444,1.0,6.8541,5.789,6.7333,5.459,5.1194,4.7822
6.9844,4.3661,5.3483,2.8084,1.8223,4.3864,4.5782,4.0745,8.2706,6.927,4.3931,8.6088,7.2407,8.8029,4.8093,4.0158,6.0455,2.8369,8.7991,5.1,5.2962,5.1036,2.3368,9.0985,7.7611,2.8135,6.2904,4.7822
5.2067,5.2589,6.2962,3.743,1.8223,6.6591,7.0473,4.0745,2.21,6.927,8.2099,8.6088,7.2407,1.9457,5.8402,5.8258,6.0455,6.0455,6.9299,3.3222,5.2962,4.2107,6.8541,6.8922,5.7055,8.1045,3.9484,3.6112
4.3178,4.3661,4.4005,8.4159,7.5095,2.1136,5.4012,7.266,7.4048,5.8459,8.2099,6.5363,3.537,6.5171,6.8711,2.2059,8.1845,0.6979,4.1262,5.1,1.0,3.3179,5.7247,5.789,7.7611,5.459,7.4614,7.1241
5.2067,7.0446,7.2441,1.8738,4.6659,6.6591,2.9321,7.266,3.0758,2.6027,5.9198,6.5363,5.3889,5.3743,6.8711,9.4457,4.9759,4.9759,5.9953,5.9889,1.0,5.1036,6.8541,6.8922,7.7611,5.459,3.9484,5.9532
6.9844,7.0446,6.2962,4.6776,1.8223,4.3864,7.0473,8.3298,1.0,2.6027,5.9198,4.4637,5.3889,9.9457,6.8711,4.0158,4.9759,3.9064,7.8645,5.9889,4.2721,6.8893,6.8541,5.789,5.7055,5.459,5.1194,3.6112
5.2067,7.9375,4.4005,3.743,5.6137,0.9773,3.7551,4.0745,9.1364,5.8459,7.4466,5.5,4.463,8.8029,7.9021,3.1109,7.115,4.9759,4.1262,5.1,4.2721,6.8893,3.4661,7.9953,6.7333,5.459,3.9484,4.7822
8.7622,6.1518,7.2441,6.5467,7.5095,3.25,8.6934,1.0,4.8074,2.6027,3.6298,5.5,2.6111,5.3743,6.8711,6.7308,4.9759,4.9759,5.0607,5.9889,7.3444,7.7821,4.5954,7.9953,4.6778,2.8135,3.9484,3.6112
1.6511,4.3661,8.1919,5.6121,6.5616,5.5227,5.4012,5.1383,4.8074,5.8459,9.7366,5.5,3.537,7.66,5.8402,4.0158,1.7674,2.8369,6.9299,7.7667,5.2962,1.0,5.7247,7.9953,3.6501,8.1045,5.1194,7.1241
3.4289,4.3661,5.3483,3.743,2.7701,2.1136,7.0473,4.0745,5.6732,9.0892,5.9198,6.5363,7.2407,3.0886,8.933,4.9208,7.115,4.9759,6.9299,5.9889,3.2481,4.2107,6.8541,7.9953,3.6501,5.459,6.2904,7.1241
7.8733,6.1518,6.2962,4.6776,2.7701,2.1136,2.9321,9.3936,3.0758,4.7649,8.2099,5.5,4.463,9.9457,6.8711,6.7308,4.9759,2.8369,5.9953,4.2111,1.0,5.1036,4.5954,9.0985,6.7333,4.1362,5.1194,7.1241
6.0956,6.1518,5.3483,2.8084,3.718,3.25,4.5782,9.3936,9.1364,9.0892,8.2099,4.4637,5.3889,8.8029,3.7784,3.1109,7.115,1.7674,4.1262,3.3222,1.0,5.1036,4.5954,6.8922,5.7055,6.7818,6.2904,7.1241
6.0956,2.5804,6.2962,6.5467,5.6137,4.3864,5.4012,6.2021,9.1364,5.8459,8.2099,4.4637,4.463,5.3743,2.7474,3.1109,8.1845,3.9064,2.257,7.7667,8.3684,3.3179,4.5954,5.789,5.7055,5.459,3.9484,7.1241
6.9844,6.1518,8.1919,4.6776,1.8223,4.3864,5.4012,6.2021,3.0758,4.7649,8.2099,8.6088,5.3889,5.3743,5.8402,3.1109,3.9064,4.9759,5.0607,6.8778,7.3444,6.8893,3.4661,5.789,4.6778,6.7818,3.9484,4.7822
4.3178,4.3661,6.2962,5.6121,3.718,2.1136,4.5782,7.266,6.539,4.7649,6.6832,8.6088,4.463,7.66,6.8711,3.1109,7.115,4.9759,5.0607,5.9889,5.2962,4.2107,6.8541,7.9953,1.0,6.7818,5.1194,5.9532
6.0956,3.4732,7.2441,3.743,4.6659,4.3864,7.8704,6.2021,7.4048,5.8459,7.4466,5.5,4.463,5.3743,6.8711,4.9208,4.9759,1.7674,5.0607,5.1,5.2962,4.2107,9.1126,5.789,5.7055,1.0,6.2904,5.9532
6.0956,4.3661,3.4526,7.4813,4.6659,5.5227,2.9321,3.0106,3.9416,1.5216,3.6298,3.4275,8.1667,8.8029,6.8711,6.7308,7.115,7.115,9.7336,5.9889,6.3203,6.8893,9.1126,6.8922,4.6778,2.8135,2.7775,3.6112
6.9844,1.6875,1.5569,8.4159,5.6137,3.25,4.5782,9.3936,8.2706,8.0081,4.3931,5.5,7.2407,4.2314,3.7784,4.0158,7.115,6.0455,3.1916,6.8778,5.2962,5.9964,4.5954,6.8922,4.6778,4.1362,3.9484,8.2951
6.0956,5.2589,4.4005,2.8084,8.4573,4.3864,4.5782,4.0745,5.6732,5.8459,7.4466,6.5363,5.3889,4.2314,4.8093,5.8258,7.115,6.0455,5.0607,5.1,6.3203,4.2107,5.7247,2.4796,9.8165,8.1045,6.2904,1.2693
4.3178,1.0,2.5047,8.4159,4.6659,2.1136,3.7551,6.2021,5.6732,8.0081,8.2099,6.5363,6.3148,8.8029,6.8711,2.2059,9.254,4.9759,7.8645,4.2111,8.3684,7.7821,5.7247,4.6859,1.0,4.1362,3.9484,5.9532
6.0956,7.0446,5.3483,5.6121,6.5616,4.3864,4.5782,7.266,8.2706,6.927,5.9198,3.4275,2.6111,6.5171,1.7165,4.9208,6.0455,0.6979,6.9299,7.7667,3.2481,5.9964,4.5954,6.8922,5.7055,2.8135,6.2904,8.2951
5.2067,5.2589,5.3483,5.6121,5.6137,3.25,2.1091,6.2021,6.539,8.0081,8.9733,7.5725,2.6111,7.66,4.8093,4.0158,7.115,2.8369,2.257,8.6556,6.3203,5.9964,3.4661,6.8922,4.6778,5.459,5.1194,5.9532
1.6511,6.1518,8.1919,5.6121,2.7701,6.6591,2.1091,6.2021,3.0758,5.8459,8.9733,7.5725,2.6111,7.66,7.9021,4.9208,6.0455,7.115,5.9953,4.2111,3.2481,3.3179,4.5954,6.8922,8.7888,5.459,5.1194,7.1241
4.3178,5.2589,3.4526,1.8738,5.6137,5.5227,7.0473,6.2021,6.539,5.8459,3.6298,9.6451,6.3148,3.0886,4.8093,4.0158,6.0455,3.9064,7.8645,8.6556,3.2481,1.0,9.1126,6.8922,7.7611,6.7818,3.9484,4.7822
7.8733,4.3661,4.4005,5.6121,3.718,4.3864,3.7551,5.1383,5.6732,8.0081,8.9733,8.6088,3.537,5.3743,6.8711,1.0,4.9759,4.9759,5.0607,6.8778,5.2962,5.9964,4.5954,5.789,5.7055,1.0,8.6323,5.9532
7.8733,5.2589,4.4005,5.6121,4.6659,3.25,6.2243,5.1383,6.539,8.0081,5.9198,6.5363,6.3148,7.66,1.0,3.1109,7.115,2.8369,6.9299,5.1,4.2721,5.9964,5.7247,9.0985,5.7055,2.8135,3.9484,5.9532
6.9844,5.2589,5.3483,2.8084,5.6137,8.9318,4.5782,1.9468,8.2706,6.927,2.8664,4.4637,6.3148,1.9457,5.8402,7.6357,7.115,6.0455,6.9299,4.2111,4.2721,1.0,7.9833,4.6859,8.7888,6.7818,3.9484,5.9532
3.4289,5.2589,7.2441,4.6776,2.7701,5.5227,5.4012,5.1383,6.539,5.8459,5.9198,6.5363,5.3889,5.3743,4.8093,5.8258,6.0455,2.8369,5.0607,9.5444,5.2962,5.1036,5.7247,6.8922,4.6778,4.1362,8.6323,3.6112
6.0956,5.2589,7.2441,4.6776,4.6659,6.6591,9.5165,5.1383,2.21,2.6027,4.3931,3.4275,7.2407,1.0,6.8711,8.5407,6.0455,4.9759,7.8645,5.1,7.3444,5.9964,7.9833,3.5827,3.6501,8.1045,3.9484,3.6112
6.0956,5.2589,6.2962,3.743,3.718,5.5227,7.0473,5.1383,5.6732,3.6838,4.3931,6.5363,9.0926,0.8029,5.8402,5.8258,4.9759,8.1845,6.9299,4.2111,7.3444,7.7821,6.8541,6.8922,3.6501,2.8135,3.9484,3.6112
6.0956,7.0446,6.2962,2.8084,5.6137,7.7955,5.4012,3.0106,5.6732,5.8459,4.3931,2.3912,4.463,6.5171,6.8711,7.6357,3.9064,3.9064,7.8645,5.9889,8.3684,5.9964,3.4661,5.789,4.6778,6.7818,6.2904,2.4402
4.3178,7.0446,7.2441,2.8084,7.5095,8.9318,7.0473,6.2021,3.9416,4.7649,5.9198,7.5725,3.537,0.8029,4.8093,4.0158,6.0455,6.0455,6.9299,4.2111,5.2962,4.2107,5.7247,6.8922,3.6501,5.459,7.4614,5.9532
1.6511,4.3661,3.4526,2.8084,7.5095,5.5227,6.2243,7.266,9.1364,4.7649,7.4466,5.5,5.3889,4.2314,5.8402,4.9208,4.9759,1.7674,6.9299,8.6556,6.3203,5.1036,5.7247,7.9953,6.7333,1.0,2.7775,7.1241
6.9844,7.9375,4.4005,2.8084,2.7701,4.3864,2.1091,4.0745,8.2706,6.927,8.9733,4.4637,8.1667,3.0886,5.8402,4.0158,6.0455,4.9759,6.9299,5.1,4.2721,5.9964,3.4661,6.8922,4.6778,6.7818,8.6323,3.6112
5.2067,4.3661,3.4526,3.743,2.7701,2.1136,2.1091,7.266,7.4048,4.7649,7.4466,7.5725,8.1667,8.8029,7.9021,5.8258,4.9759,7.115,4.1262,5.1,8.3684,6.8893,3.4661,6.8922,4.6778,1.0,5.1194,5.9532
6.0956,7.0446,5.3483,6.5467,4.6659,5.5227,7.0473,5.1383,7.4048,6.927,4.3931,4.4637,7.2407,4.2314,3.7784,4.0158,6.0455,1.7674,6.9299,4.2111,1.0,4.2107,5.7247,4.6859,8.7888,6.7818,6.2904,5.9532
6.9844,6.1518,3.4526,7.4813,5.6137,3.25,2.9321,6.2021,3.9416,8.0081,7.4466,5.5,9.0926,8.8029,5.8402,4.9208,4.9759,4.9759,1.3224,3.3222,3.2481,4.2107,5.7247,5.789,7.7611,4.1362,7.4614,5.9532
6.9844,7.9375,6.2962,3.743,5.6137,5.5227,3.7551,6.2021,4.8074,9.0892,7.4466,5.5,5.3889,5.3743,4.8093,7.6357,4.9759,0.6979,5.0607,2.4333,4.2721,3.3179,5.7247,5.789,6.7333,4.1362,6.2904,8.2951
1.6511,7.9375,8.1919,6.5467,2.7701,6.6591,7.0473,5.1383,3.0758,5.8459,5.9198,8.6088,3.537,4.2314,7.9021,7.6357,2.8369,6.0455,4.1262,4.2111,6.3203,5.9964,6.8541,4.6859,3.6501,6.7818,5.1194,4.7822
5.2067,6.1518,1.5569,4.6776,6.5616,4.3864,5.4012,6.2021,8.2706,4.7649,7.4466,3.4275,7.2407,5.3743,6.8711,4.0158,3.9064,3.9064,4.1262,8.6556,8.3684,5.1036,3.4661,4.6859,4.6778,4.1362,6.2904,7.1241
7.8733,6.1518,3.4526,5.6121,8.4573,5.5227,2.9321,1.9468,7.4048,9.0892,6.6832,4.4637,3.537,5.3743,5.8402,4.0158,4.9759,1.7674,7.8645,5.9889,4.2721,1.0,4.5954,6.8922,7.7611,5.459,7.4614,5.9532
7.8733,7.9375,8.1919,2.8084,4.6659,6.6591,3.7551,4.0745,4.8074,5.8459,2.8664,5.5,3.537,7.66,4.8093,4.9208,8.1845,7.115,5.9953,4.2111,7.3444,5.1036,6.8541,5.789,3.6501,4.1362,7.4614,3.6112
6.0956,0.7946,4.4005,7.4813,7.5095,3.25,2.9321,4.0745,4.8074,6.927,6.6832,8.6088,5.3889,7.66,4.8093,2.2059,8.1845,2.8369,8.7991,6.8778,5.2962,1.0,5.7247,6.8922,6.7333,5.459,5.1194,7.1241
6.0956,7.0446,4.4005,7.4813,3.718,6.6591,7.8704,1.9468,5.6732,2.6027,2.8664,5.5,8.1667,8.8029,4.8093,4.9208,3.9064,6.0455,5.0607,5.9889,6.3203,6.8893,3.4661,4.6859,3.6501,8.1045,7.4614,3.6112
4.3178,3.4732,5.3483,7.4813,5.6137,3.25,1.0,7.266,6.539,6.927,7.4466,3.4275,3.537,8.8029,7.9021,5.8258,6.0455,3.9064,5.0607,6.8778,4.2721,8.675,3.4661,6.8922,1.0,8.1045,5.1194,4.7822
5.2067,6.1518,7.2441,3.743,1.8223,10.0,4.5782,5.1383,3.0758,4.7649,4.3931,5.5,4.463,7.66,6.8711,8.5407,4.9759,7.115,5.9953,4.2111,5.2962,1.0,6.8541,5.789,8.7888,8.1045,5.1194,2.4402
9.6511,7.0446,5.3483,2.8084,4.6659,2.1136,3.7551,4.0745,5.6732,5.8459,6.6832,6.5363,5.3889,5.3743,7.9021,4.9208,6.0455,4.9759,7.8645,2.4333,4.2721,1.0,7.9833,6.8922,6.7333,6.7818,5.1194,4.7822
4.3178,3.4732,5.3483,8.4159,4.6659,3.25,4.5782,4.0745,6.539,9.0892,6.6832,5.5,5.3889,5.3743,6.8711,4.9208,6.0455,6.0455,3.1916,5.9889,7.3444,4.2107,5.7247,5.789,7.7611,4.1362,6.2904,2.4402
6.0956,2.5804,6.2962,8.4159,8.4573,5.5227,5.4012,7.266,6.539,5.8459,3.6298,1.3549,2.6111,0.8029,2.7474,6.7308,7.115,7.115,5.9953,8.6556,8.3684,8.675,4.5954,2.4796,1.0,8.1045,5.1194,3.6112
5.2067,1.6875,2.5047,4.6776,6.5616,6.6591,6.2243,4.0745,6.539,6.927,5.1565,7.5725,4.463,4.2314,3.7784,5.8258,8.1845,6.0455,5.0607,8.6556,5.2962,6.8893,7.9833,4.6859,1.0,6.7818,7.4614,2.4402
4.3178,8.8304,7.2441,7.4813,4.6659,3.25,6.2243,7.266,5.6732,1.5216,4.3931,3.4275,8.1667,5.3743,5.8402,6.7308,7.115,2.8369,5.0607,3.3222,6.3203,4.2107,6.8541,6.8922,4.6778,4.1362,6.2904,4.7822
5.2067,4.3661,4.4005,5.6121,10.0,3.25,2.9321,4.0745,7.4048,9.0892,7.4466,4.4637,3.537,6.5171,2.7474,4.9208,8.1845,3.9064,5.0607,5.9889,3.2481,6.8893,2.3368,5.789,4.6778,9.4272,8.6323,3.6112
4.0907,6.3261,6.6109,3.5234,4.1567,3.8367,6.4132,4.9329,4.4078,6.374,5.8287,5.395,7.526,7.6207,6.5958,5.873,4.7423,4.9217,6.3578,4.5801,6.908,5.0302,1.6109,9.1327,6.2443,3.9928,5.2179,5.7004
6.0956,4.3661,6.2962,4.6776,7.5095,0.9773,2.1091,6.2021,8.2706,6.927,5.9198,3.4275,7.2407,9.9457,4.8093,2.2059,6.0455,4.9759,5.0607,6.8778,7.3444,8.675,5.7247,3.5827,4.6778,4.1362,7.4614,1.2693
7.8733,6.1518,7.2441,6.5467,3.718,5.5227,2.9321,5.1383,3.9416,3.6838,5.9198,5.5,8.1667,4.2314,9.9639,6.7308,2.8369,4.9759,4.1262,4.2111,3.2481,6.8893,6.8541,3.5827,6.7333,8.1045,6.2904,2.4402
3.4289,5.2589,7.2441,3.743,4.6659,3.25,4.5782,5.1383,3.9416,8.0081,6.6832,6.5363,4.463,5.3743,5.8402,7.6357,7.115,2.8369,6.9299,6.8778,1.0,5.9964,5.7247,6.8922,7.7611,5.459,7.4614,2.4402
6.0956,7.9375,6.2962,2.8084,7.5095,3.25,2.1091,6.2021,3.9416,3.6838,6.6832,6.5363,2.6111,7.66,8.933,7.6357,6.0455,4.9759,4.1262,5.1,4.2721,7.7821,2.3368,6.8922,7.7611,5.459,7.4614,1.2693
6.9844,7.0446,6.2962,3.743,7.5095,3.25,4.5782,6.2021,5.6732,2.6027,5.9198,4.4637,3.537,4.2314,6.8711,4.9208,8.1845,8.1845,5.0607,4.2111,4.2721,4.2107,2.3368,7.9953,7.7611,6.7818,5.1194,5.9532
7.8733,7.9375,2.5047,4.6776,3.718,4.3864,5.4012,1.9468,6.539,10.0,6.6832,8.6088,7.2407,6.5171,2.7474,4.0158,3.9064,2.8369,7.8645,3.3222,5.2962,1.0,9.1126,6.8922,5.7055,4.1362,6.2904,4.7822
7.8733,7.0446,7.2441,1.8738,4.6659,3.25,3.7551,5.1383,6.539,5.8459,5.1565,6.5363,5.3889,7.66,6.8711,8.5407,1.7674,4.9759,5.0607,4.2111,4.2721,7.7821,3.4661,5.789,5.7055,5.459,7.4614,3.6112
5.2067,7.0446,5.3483,8.4159,4.6659,3.25,4.5782,6.2021,4.8074,2.6027,7.4466,6.5363,3.537,8.8029,5.8402,2.2059,8.1845,2.8369,4.1262,7.7667,5.2962,5.9964,6.8541,6.8922,3.6501,5.459,7.4614,2.4402
5.2067,7.0446,4.4005,5.6121,4.6659,2.1136,1.0,6.2021,4.8074,4.7649,8.2099,3.4275,6.3148,8.8029,6.8711,4.9208,7.115,4.9759,5.0607,7.7667,9.3925,5.9964,3.4661,5.789,3.6501,1.0,7.4614,5.9532
4.3178,2.5804,7.2441,8.4159,5.6137,2.1136,2.9321,7.266,10.0,8.0081,1.0,6.5363,3.537,4.2314,1.7165,6.7308,7.115,6.0455,4.1262,9.5444,8.3684,7.7821,5.7247,3.5827,3.6501,9.4272,1.0,3.6112
5.2067,6.1518,8.1919,2.8084,4.6659,4.3864,3.7551,7.266,7.4048,8.0081,6.6832,5.5,6.3148,6.5171,7.9021,7.6357,0.6979,4.9759,4.1262,1.0,5.2962,1.0,5.7247,5.789,8.7888,4.1362,6.2904,5.9532
6.0956,2.5804,6.2962,5.6121,4.6659,4.3864,7.8704,5.1383,7.4048,6.927,4.3931,5.5,6.3148,6.5171,4.8093,6.7308,3.9064,2.8369,5.9953,5.1,4.2721,4.2107,6.8541,3.5827,8.7888,2.8135,7.4614,5.9532
